RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
2955,b'MTU3NzU1NjI=',b'U2hvb2JyaWRnZQ==',538,France,b'RmVtYWxl',33,5,0.0,2,1,0,126962.41,0
2956,b'MTU4MDc0ODE=',b'UGVuZw==',577,France,b'RmVtYWxl',46,1,0.0,1,1,1,158750.53,0
2957,b'MTU2NDI4ODU=',b'R3JheQ==',792,France,b'TWFsZQ==',30,8,0.0,2,1,0,199644.2,0
2958,b'MTU3ODkxMDk=',b'V2F0c29u',686,France,b'RmVtYWxl',41,10,0.0,1,1,1,144272.71,1
2959,b'MTU4MTQwMDQ=',b'RnlvZG9yb3Zh',589,France,b'TWFsZQ==',29,2,0.0,2,0,1,98320.27,0
2960,b'MTU2NzM2MTk=',b'QmF6aGVub3Y=',530,France,b'TWFsZQ==',25,9,162560.32,1,1,0,64129.03,0
2961,b'MTU1OTUxMzU=',b'U29sb21vbg==',778,Germany,b'RmVtYWxl',29,7,123229.46,1,1,0,181221.09,0
2962,b'MTU1ODM2ODE=',b'TGF5aA==',616,Spain,b'TWFsZQ==',31,7,76665.71,2,1,1,163809.08,0
2963,b'MTU2MDUwMDA=',b'Sm9obg==',550,France,b'TWFsZQ==',38,9,140278.99,3,1,1,171457.06,1
2964,b'MTU3MTgwNzE=',b'VHVhbg==',655,France,b'RmVtYWxl',51,3,0.0,2,0,1,15801.02,0
2965,b'MTU2Nzk3NjA=',b'U2xhdHRlcnk=',721,France,b'TWFsZQ==',46,1,115764.32,2,0,0,102950.79,0
2966,b'MTU2NTQ1NzQ=',b'T255ZWthY2hp',499,Germany,b'TWFsZQ==',36,5,131142.53,2,1,0,174918.46,0
2967,b'MTU1NzcxNzg=',b'R2Vub3Zlc2U=',511,France,b'TWFsZQ==',45,5,68375.27,1,1,0,193160.25,1
2968,b'MTU1OTUzMjQ=',b'RGFuaWVscw==',579,Germany,b'RmVtYWxl',39,5,117833.3,3,0,0,5831.0,1
2969,b'MTU3NTY5MzI=',b'Q2FsZHdlbGw=',696,Spain,b'RmVtYWxl',36,7,0.0,2,1,1,82298.59,0
2970,b'MTU3MjYzNTg=',b'Q2hpZW1lbmFt',681,France,b'TWFsZQ==',34,7,0.0,2,0,0,130686.59,0
2971,b'MTU1OTUyMjg=',b'V2FubGlzcw==',815,France,b'TWFsZQ==',45,7,0.0,1,0,1,52885.23,1
2972,b'MTU3ODI1MzA=',b'QnJ1Y2U=',681,Spain,b'TWFsZQ==',30,2,111093.01,1,1,0,68985.99,0
2973,b'MTU1OTI4Nzc=',b'V3JpZ2h0',641,Spain,b'TWFsZQ==',42,9,132657.55,1,1,0,35367.19,0
2974,b'MTU2NTE5ODM=',b'RmFuZw==',591,France,b'RmVtYWxl',56,9,128882.49,1,1,1,196241.94,1
2975,b'MTU3NDY3Mzc=',b'RWFtZXM=',565,Germany,b'TWFsZQ==',59,9,69129.59,1,1,1,170705.53,0
2976,b'MTU3NzQxNzk=',b'U3V0aGVybGFuZA==',487,France,b'TWFsZQ==',37,6,0.0,2,1,1,126477.41,0
2977,b'MTU2NjcyNjU=',b'Q2F2ZW5hZ2g=',729,France,b'TWFsZQ==',39,4,121404.64,1,1,1,159618.17,0
2978,b'MTU2NTUxMjM=',b'RHVtZXRvbGlzYQ==',505,Spain,b'RmVtYWxl',45,9,131355.3,3,1,0,195395.33,1
2979,b'MTU1OTU5MTc=',b'TWFja2F5',580,France,b'RmVtYWxl',35,1,102097.33,1,0,1,168285.85,0
2980,b'MTU2NjgzODU=',b'RGVsbHVjY2k=',642,France,b'TWFsZQ==',40,1,154863.15,1,1,1,138052.51,0
2981,b'MTU3MDk0NzY=',b'S2VueW9u',850,Spain,b'RmVtYWxl',41,3,99945.93,2,1,0,71179.31,0
2982,b'MTU3MTEyMTg=',b'UGFycnk=',616,Germany,b'TWFsZQ==',39,2,121704.32,2,1,0,55556.3,0
2983,b'MTU3OTg2NTk=',b'S2VubmVkeQ==',526,Spain,b'RmVtYWxl',43,3,0.0,2,1,0,31705.19,0
2984,b'MTU2NjM5Mzk=',b'QXJub3R0',523,Germany,b'TWFsZQ==',35,8,138782.76,1,1,1,186118.93,0
2985,b'MTU2OTQ5NDY=',b'SGFuc29u',663,France,b'TWFsZQ==',35,9,0.0,2,1,1,195580.28,0
2986,b'MTU2MzE5MTI=',b'VCdhbw==',840,France,b'TWFsZQ==',30,8,136291.71,1,1,0,54113.38,0
2987,b'MTU3Njg4MTY=',b'U2hlbg==',570,Germany,b'TWFsZQ==',42,0,107856.57,2,1,0,127528.84,0
2988,b'MTU2ODIyNjg=',b'U3RlZXJl',676,Germany,b'RmVtYWxl',26,1,108348.66,1,0,0,60231.74,1
2989,b'MTU2ODQ4MDE=',b'QWJib3R0',689,France,b'TWFsZQ==',47,1,93871.95,3,1,0,156878.42,1
2990,b'MTU2MzY0Mjg=',b'U3V0aGVybGFuZA==',703,Spain,b'RmVtYWxl',45,1,0.0,1,1,0,182784.11,1
2991,b'MTU4MDk4MjM=',b'VGh1cmdvb2Q=',491,Germany,b'TWFsZQ==',19,2,125860.2,1,0,0,129690.5,0
2992,b'MTU2OTkyODQ=',b'Sm9obnNvbg==',584,France,b'TWFsZQ==',49,8,172713.44,1,1,0,113860.81,0
2993,b'MTU3ODY5OTM=',b'THVuZw==',810,France,b'RmVtYWxl',51,5,0.0,2,0,1,184524.74,0
2994,b'MTU3MDk0NDE=',b'Q29jY2k=',745,Spain,b'RmVtYWxl',59,8,0.0,1,1,1,36124.98,0
2995,b'MTU3MTAyNTc=',b'TWF0dmV5ZXZh',625,France,b'RmVtYWxl',39,3,130786.92,1,0,1,121316.07,0
2996,b'MTU1ODI0OTI=',b'TW9vcmU=',535,France,b'RmVtYWxl',29,2,112367.34,1,1,0,185630.76,0
2997,b'MTU1NzU2OTQ=',b'WW9iYWNodWt3dQ==',729,Spain,b'RmVtYWxl',45,7,91091.06,2,1,0,71133.12,0
2998,b'MTU3NTY4MjA=',b'RmxlbWluZw==',655,France,b'RmVtYWxl',26,7,106198.5,1,0,1,32020.42,0
2999,b'MTU3NjYyODk=',b'RGlja2luc29u',751,France,b'TWFsZQ==',47,5,142669.93,2,1,0,162760.96,0
3000,b'MTU1OTMwMTQ=',b'RXZzZXlldg==',525,France,b'TWFsZQ==',33,1,112833.35,1,0,1,175178.56,0
3001,b'MTU1ODQ1NDU=',b'QWtzZW5vdg==',532,France,b'RmVtYWxl',40,5,0.0,2,0,1,177099.71,0
3002,b'MTU2NzU5NDk=',b'RmxlbWluZw==',696,Spain,b'RmVtYWxl',43,4,0.0,2,1,1,66406.37,0
3003,b'MTU2NzIwOTE=',b'VWx5YW5vdg==',786,Germany,b'RmVtYWxl',32,2,104336.43,2,0,0,59559.81,0
3004,b'MTU4MDE2NTg=',b'U3VtbWVycw==',580,France,b'TWFsZQ==',55,6,104305.74,1,0,1,175750.21,0
3005,b'MTU3MDYxODU=',b'Q2xlbWVudHM=',596,Germany,b'TWFsZQ==',47,5,140187.1,2,1,1,174311.3,0
3006,b'MTU3ODk4NjM=',b'S2F6YWtvdmE=',683,France,b'TWFsZQ==',39,4,0.0,2,1,0,171716.81,0
3007,b'MTU3MjA5NDM=',b'UGlyb3p6aQ==',747,France,b'RmVtYWxl',45,1,114959.12,1,1,0,189362.39,1
3008,b'MTU2OTc5OTc=',b'SmFtaWVzb24=',602,France,b'TWFsZQ==',33,5,164704.38,1,0,1,180716.1,1
3009,b'MTU2NjU0MTY=',b'RmVycmk=',779,France,b'TWFsZQ==',62,10,119096.55,1,0,1,116977.89,0
3010,b'MTU2NjAyMDA=',b'TWFp',551,France,b'TWFsZQ==',31,1,0.0,2,1,1,185105.44,0
3011,b'MTU2MTk2NTM=',b'SGFubmFmb3Jk',666,France,b'TWFsZQ==',47,2,0.0,1,1,0,35046.97,1
3012,b'MTU3NzM0NDc=',b'Rm9taW4=',526,Spain,b'TWFsZQ==',30,8,0.0,1,1,0,36251.0,0
3013,b'MTU3MzkxNjA=',b'TWFob24=',849,France,b'RmVtYWxl',41,9,115465.28,1,1,0,103174.5,0
3014,b'MTU2ODkyMzc=',b'U2hhdw==',471,France,b'RmVtYWxl',27,4,0.0,2,1,0,122642.09,0
3015,b'MTU2NzkyOTc=',b'Vm9sa292YQ==',628,Spain,b'TWFsZQ==',43,3,184926.61,1,1,0,122937.57,0
3016,b'MTU1OTE0MzM=',b'TWlsZXM=',674,Germany,b'TWFsZQ==',43,8,85957.88,2,1,0,8757.39,0
3017,b'MTU2NDI3MjU=',b'TWFkaXNvbg==',797,France,b'TWFsZQ==',32,10,114084.6,1,0,1,125782.29,0
3018,b'MTU3MDE5NjI=',b'U2NvdHQ=',590,Spain,b'RmVtYWxl',29,2,166930.76,2,1,0,122487.73,0
3019,b'MTU4MTE2MTM=',b'Vm9zcw==',588,France,b'RmVtYWxl',27,8,0.0,1,1,0,20066.38,0
3020,b'MTU3NDEwNDk=',b'Q29sZWJhdGNo',577,France,b'TWFsZQ==',29,7,0.0,2,1,1,55473.15,0
3021,b'MTU3MjQ0MjM=',b'V2lsc29u',571,France,b'RmVtYWxl',38,6,107193.82,2,0,0,38962.94,0
3022,b'MTU1NzQzMDU=',b'VCdhbmc=',680,France,b'TWFsZQ==',36,3,116275.12,1,1,1,63795.8,0
3023,b'MTU2NzgxNjg=',b'R2lic29u',648,Spain,b'RmVtYWxl',27,7,0.0,2,1,1,163060.43,0
3024,b'MTU2OTcwMjA=',b'SHM/ZWg=',618,France,b'TWFsZQ==',39,2,91068.56,1,1,0,26578.69,0
3025,b'MTU2MTA4MDE=',b'UGFu',648,Germany,b'TWFsZQ==',41,5,123049.21,1,0,1,5066.76,0
3026,b'MTU3NDUyMzI=',b'Q2hpa2VsdQ==',759,France,b'RmVtYWxl',39,6,0.0,2,1,1,140497.67,0
3027,b'MTU3MjI3NTg=',b'QWxsYW4=',585,France,b'TWFsZQ==',40,7,0.0,2,0,0,146156.98,0
3028,b'MTU3OTIxMDI=',b'WWVmcmVtb3Zh',774,France,b'RmVtYWxl',42,3,137781.65,1,0,0,199316.19,0
3029,b'MTU2NzUxODU=',b'Q2h1YW5n',697,Germany,b'RmVtYWxl',48,2,108128.96,2,1,1,103944.37,0
3030,b'MTU4MDEyNDc=',b'RmFu',605,Spain,b'TWFsZQ==',39,10,105317.73,2,1,0,138021.36,0
3031,b'MTU3MjU2NjA=',b'RGVsbHVjY2k=',676,France,b'TWFsZQ==',20,1,80569.73,1,0,0,68621.98,0
3032,b'MTU2Mzg5NjM=',b'R2FycmFu',678,France,b'RmVtYWxl',22,4,174852.89,1,1,1,28149.06,0
3033,b'MTU4MDAwNjE=',b'TW9yZXR0aQ==',495,Spain,b'RmVtYWxl',45,3,89158.94,3,1,0,135169.76,1
3034,b'MTU1NzgwMDY=',b'WWFv',787,France,b'RmVtYWxl',85,10,0.0,2,1,1,116537.96,0
3035,b'MTU2Njg1MDQ=',b'THVjY2hlc2k=',770,France,b'TWFsZQ==',36,2,89800.14,1,1,1,105922.69,0
3036,b'MTU2ODc0OTE=',b'TmtlbWRpbGlt',817,Germany,b'TWFsZQ==',45,9,101207.75,1,0,0,88211.12,1
3037,b'MTU2MTA0MDM=',b'QW5kZXJzb24=',659,France,b'TWFsZQ==',43,1,106086.42,2,1,0,26900.63,0
3038,b'MTU3NDEwOTQ=',b'U2FnZXNl',693,France,b'TWFsZQ==',21,1,0.0,2,1,1,3494.02,0
3039,b'MTU4MDc5MDk=',b'UnViZW5zb2hu',744,France,b'TWFsZQ==',47,9,0.0,2,1,0,113163.17,0
3040,b'MTU2NjYxNDE=',b'QmFsZHdpbg==',829,Spain,b'RmVtYWxl',26,8,101440.36,2,1,1,19324.5,0
3041,b'MTU2MTcxMzQ=',b'SXFiYWw=',716,France,b'TWFsZQ==',38,4,0.0,2,1,0,189678.7,0
3042,b'MTU3ODMwMjk=',b'TW9uYWxkbw==',671,France,b'TWFsZQ==',34,7,106603.74,2,1,1,26387.71,0
3043,b'MTU2MjI4MzM=',b'TWFob24=',835,Germany,b'RmVtYWxl',29,10,130420.2,2,0,0,106276.55,0
3044,b'MTU3NDY0MjI=',b'TXVpcg==',636,France,b'RmVtYWxl',38,1,0.0,1,1,0,45015.38,0
3045,b'MTU3NTA4Mzk=',b'QnVybnM=',649,Spain,b'TWFsZQ==',29,2,45022.23,1,1,1,173495.77,0
3046,b'MTU3NDkxMzA=',b'RHllcg==',621,Germany,b'TWFsZQ==',27,1,74298.43,1,1,1,52581.96,0
3047,b'MTU3Nzk4NjI=',b'THlvbnM=',658,Germany,b'RmVtYWxl',31,3,133003.03,1,0,1,146339.27,1
3048,b'MTU3Njc4NzE=',b'SD8=',784,Spain,b'TWFsZQ==',48,7,0.0,2,1,1,182609.97,0
3049,b'MTU2Nzk2NTE=',b'R2FyZGluZXI=',783,Spain,b'RmVtYWxl',37,1,136689.66,1,1,0,197890.65,0
3050,b'MTU1NzYyMTk=',b'Q2FtZXJvbg==',615,France,b'TWFsZQ==',32,4,0.0,2,1,1,6225.63,0
3051,b'MTU2OTkyNDc=',b'Q2hhcG1hbg==',791,France,b'RmVtYWxl',44,5,0.0,2,1,1,123977.86,1
3052,b'MTU2MTkwODc=',b'VGF5bG9y',762,France,b'TWFsZQ==',53,1,102520.37,1,1,1,170195.4,0
3053,b'MTU2MDUzMjc=',b'TmFtYXRqaXJh',607,France,b'TWFsZQ==',35,2,0.0,2,1,1,114190.3,0
3054,b'MTU2MTAxNDA=',b'SGU=',601,France,b'RmVtYWxl',34,5,0.0,2,1,0,27022.57,0
3055,b'MTU3OTExNzQ=',b'TGVpYml1cw==',540,Spain,b'TWFsZQ==',67,1,88382.01,1,0,1,59457.0,0
3056,b'MTU2MDIzNzM=',b'V2hpdGU=',812,France,b'TWFsZQ==',44,4,115049.15,2,1,0,165038.41,0
3057,b'MTU3NjI2MDU=',b'V2FsbA==',685,France,b'TWFsZQ==',58,1,104796.54,1,1,1,154181.41,0
3058,b'MTU1OTg4NDA=',b'TW9yZXR0aQ==',680,France,b'TWFsZQ==',33,1,123082.08,1,1,0,134960.98,0
3059,b'MTU3NDQyNzk=',b'UGF0dGVyc29u',680,Spain,b'RmVtYWxl',58,8,0.0,2,1,1,65708.5,0
3060,b'MTU2NzA2MTk=',b'Q29wcGlu',631,France,b'RmVtYWxl',33,8,0.0,2,0,0,117374.22,0
3061,b'MTU1OTk1MzM=',b'VHNhbw==',569,France,b'RmVtYWxl',43,7,0.0,2,1,1,77703.19,0
3062,b'MTU3NTc4Mzc=',b'S2Fv',584,Germany,b'TWFsZQ==',33,3,88311.48,2,1,1,177651.38,0
3063,b'MTU2OTc1NzQ=',b'U3Rld2FydA==',582,France,b'RmVtYWxl',40,9,0.0,3,1,1,60954.45,0
3064,b'MTU1Nzg3Mzg=',b'VHVhbg==',609,France,b'TWFsZQ==',32,7,71872.19,1,1,1,151924.9,0
3065,b'MTU3NjIyMjg=',b'QmFybmVz',506,Spain,b'TWFsZQ==',35,6,110046.93,2,1,0,26318.73,0
3066,b'MTU2MTQ4Mjc=',b'U3Vu',503,France,b'TWFsZQ==',42,8,104430.08,1,1,1,147557.71,0
3067,b'MTU3ODk4MTU=',b'RmFsbGFjaQ==',503,France,b'RmVtYWxl',28,5,0.0,2,1,0,125918.17,0
3068,b'MTU1Nzk3ODE=',b'QnVjY2hv',806,Germany,b'TWFsZQ==',31,10,138653.51,1,1,0,190803.37,0
3069,b'MTU1ODcwMTM=',b'VGllbg==',653,France,b'RmVtYWxl',31,7,102575.04,1,1,1,11043.54,0
3070,b'MTU1NzA5MzI=',b'UGlyb3p6aQ==',666,France,b'TWFsZQ==',43,7,137780.74,2,1,1,119100.05,1
3071,b'MTU3OTQ2NjE=',b'TGl1',674,Spain,b'TWFsZQ==',32,2,0.0,2,1,0,140579.17,0
3072,b'MTU1ODE2NTQ=',b'TG9uZw==',798,France,b'TWFsZQ==',32,7,0.0,2,0,1,37731.95,0
3073,b'MTU2NDQyOTY=',b'U2NvdHQ=',740,France,b'RmVtYWxl',30,8,105209.54,1,1,0,1852.58,0
3074,b'MTU2MTQ0MjA=',b'R2VyYXNpbW92YQ==',531,Germany,b'RmVtYWxl',32,0,109570.21,2,1,1,172049.84,0
3075,b'MTU2MDk2NTM=',b'SWZlYXR1',614,Germany,b'RmVtYWxl',44,6,118715.86,1,1,0,133591.11,1
3076,b'MTU1OTQ1Nzc=',b'RGUgTHVjYQ==',556,France,b'TWFsZQ==',35,10,0.0,2,1,1,192751.18,0
3077,b'MTU1ODQxMTQ=',b'T2dib25uYXlh',678,Germany,b'RmVtYWxl',43,2,153393.18,2,1,1,193828.27,0
3078,b'MTU2NzMzNjc=',b'SHVtZmZyYXk=',587,Germany,b'TWFsZQ==',33,6,132603.36,1,1,0,55775.72,0
3079,b'MTU2ODU1NzY=',b'RGVndHlhcnlvdg==',527,Spain,b'RmVtYWxl',36,6,0.0,2,1,1,102280.29,0
3080,b'MTU3NzQ3Mjc=',b'TW9uYWxkbw==',757,Germany,b'RmVtYWxl',34,1,129398.01,2,0,0,44965.44,0
3081,b'MTU2OTQyODg=',b'Q2F3dGhvcm5l',468,Spain,b'TWFsZQ==',28,3,0.0,2,1,0,170661.02,0
3082,b'MTU2MDMzMTk=',b'R3JhaGFt',693,France,b'TWFsZQ==',29,2,151352.74,1,0,0,197145.89,0
3083,b'MTU3NTkwNjY=',b'Q2FycGVudGVy',483,France,b'RmVtYWxl',44,5,136836.49,1,1,0,192359.9,1
3084,b'MTU4MTQ4MTY=',b'S2FtYmluYWNoaQ==',466,France,b'TWFsZQ==',40,4,91592.06,1,1,0,141210.18,1
3085,b'MTU3MjQ0MDI=',b'VHlsZXI=',770,France,b'RmVtYWxl',30,8,0.0,2,1,0,100557.03,0
3086,b'MTU1NzEwNTk=',b'TWFydGlu',734,France,b'RmVtYWxl',54,3,0.0,1,1,0,130805.54,1
3087,b'MTU2NzQyMDY=',b'V2Fsa2Vy',716,France,b'RmVtYWxl',22,8,0.0,2,1,1,92606.98,0
3088,b'MTU3MTUxNjA=',b'S2hhbg==',439,France,b'TWFsZQ==',36,2,165536.28,2,1,1,123956.83,0
3089,b'MTU3MzA0NDg=',b'SXJvYXd1Y2hp',538,Germany,b'TWFsZQ==',25,5,62482.95,1,1,1,102758.43,0
3090,b'MTU2NjIwNjc=',b'U3VtbWVycw==',743,France,b'TWFsZQ==',40,8,68155.59,1,1,0,94876.65,0
3091,b'MTU3Nzk1ODE=',b'Qm90dHJpbGw=',734,Spain,b'RmVtYWxl',43,3,55853.33,2,0,1,94811.85,1
3092,b'MTU2NjI5MDE=',b'SHU=',656,France,b'TWFsZQ==',37,2,0.0,2,0,1,67840.81,0
3093,b'MTU2ODk3NTE=',b'Sm9uZXM=',666,France,b'RmVtYWxl',31,2,79589.43,1,0,0,4050.57,0
3094,b'MTU2Njc3NDI=',b'VmluY2VudA==',627,Spain,b'TWFsZQ==',41,5,100880.76,1,0,1,134665.25,0
3095,b'MTU3Mzg0NDg=',b'U2FuZm9yZA==',480,Germany,b'RmVtYWxl',25,3,174330.35,2,0,0,181647.13,0
3096,b'MTU2ODAyNDM=',b'QnJvd24=',792,France,b'TWFsZQ==',19,7,143390.51,1,1,0,33282.84,0
3097,b'MTU3NDUwODM=',b'TGVp',613,Germany,b'TWFsZQ==',59,8,91415.76,1,0,0,27965.0,1
3098,b'MTU3MDgyMjg=',b'VG9zY2FuaQ==',476,Germany,b'TWFsZQ==',30,3,134366.42,1,1,0,68343.53,0
3099,b'MTU2Mjg1MjM=',b'Q2hpZW4=',539,France,b'RmVtYWxl',24,3,0.0,2,1,1,198161.07,0
3100,b'MTU3MDgxOTY=',b'VWNoZW5uYQ==',696,Spain,b'TWFsZQ==',60,8,88786.81,1,1,1,196858.4,0
3101,b'MTU3MzU1NDk=',b'TG9yaQ==',810,Germany,b'TWFsZQ==',35,3,96814.46,2,1,1,120511.03,0
3102,b'MTU4MDkzNDc=',b'RmFudWNjaQ==',763,Germany,b'TWFsZQ==',32,9,160680.41,1,1,0,30886.35,0
3103,b'MTU2NjA4NjY=',b'Q2hpbWFvYmlt',640,France,b'RmVtYWxl',29,3,0.0,2,1,0,2743.69,0
3104,b'MTU3NjY2MDk=',b'Sm93ZXJz',655,France,b'RmVtYWxl',47,10,0.0,2,1,0,167778.62,0
3105,b'MTU2NTQyMzA=',b'TWlsbGVy',526,Germany,b'TWFsZQ==',31,5,145537.21,1,1,0,132404.64,0
3106,b'MTU3OTQ1NjY=',b'S2lyc292YQ==',678,France,b'RmVtYWxl',28,4,0.0,2,1,1,144423.17,1
3107,b'MTU4MDA4OTA=',b'VCdpZW4=',554,France,b'RmVtYWxl',45,6,0.0,2,1,1,181204.5,0
3108,b'MTU2OTc0MjQ=',b'S3U=',597,Spain,b'RmVtYWxl',30,2,119370.11,1,1,1,182726.22,1
3109,b'MTU3MjQ1MzY=',b'Q2hpbg==',560,Spain,b'RmVtYWxl',28,1,0.0,2,1,1,120880.72,0
3110,b'MTU3MzU4Nzg=',b'TGF3',850,Germany,b'RmVtYWxl',47,10,134381.52,1,0,0,26812.89,1
3111,b'MTU3MDc1OTY=',b'Q2h1bmc=',546,Germany,b'RmVtYWxl',74,8,114888.74,2,1,1,66732.63,1
3112,b'MTU2NTcxNjM=',b'Q29ja3J1bQ==',623,Germany,b'TWFsZQ==',42,1,149332.48,2,1,0,100834.22,0
3113,b'MTU2MjI0Nzg=',b'R3JlYXZlcw==',698,France,b'RmVtYWxl',40,7,105061.74,3,1,0,107815.31,1
3114,b'MTU3Nzk1Mjk=',b'R3JhbnQ=',620,France,b'TWFsZQ==',32,7,0.0,2,1,1,34665.79,0
3115,b'MTU2MzYwMjM=',b'TydEb25uZWxs',619,France,b'RmVtYWxl',40,10,0.0,1,1,1,147093.84,1
3116,b'MTU1ODIwNjY=',b'TWFjbGVhbg==',561,France,b'TWFsZQ==',21,4,0.0,1,1,1,36942.35,0
3117,b'MTU2NjY2NzU=',b'SHNpZWg=',753,France,b'RmVtYWxl',39,7,155062.8,1,1,1,16460.77,0
3118,b'MTU3MzI5ODc=',b'SHM/',721,Spain,b'TWFsZQ==',43,3,88798.34,1,0,0,45610.63,0
3119,b'MTU3ODk0MzI=',b'TWF6emFudGk=',451,France,b'TWFsZQ==',33,6,0.0,2,1,0,184954.11,0
3120,b'MTU2NjMxNjE=',b'Q2hpdQ==',680,Germany,b'RmVtYWxl',51,5,143139.87,1,0,0,47795.43,1
3121,b'MTU2OTQ4Nzk=',b'UmVldmVz',590,Spain,b'RmVtYWxl',23,7,0.0,2,1,0,196789.9,0
3122,b'MTU1OTM3MTU=',b'Q2FzdGlnbGlvbmU=',634,Germany,b'TWFsZQ==',27,3,107027.52,1,1,0,173425.68,0
3123,b'MTU1NzUwMDI=',b'RmVyZ3Vzb24=',676,France,b'TWFsZQ==',29,4,140720.93,1,1,0,36221.18,0
3124,b'MTU2MjIxNzE=',b'Tm5hbWRp',642,France,b'TWFsZQ==',30,8,80964.57,2,1,0,174738.2,0
3125,b'MTU3OTUyMjQ=',b'V3U=',760,France,b'TWFsZQ==',39,6,178585.46,1,1,0,67131.3,1
3126,b'MTU2ODUzNDY=',b'Q2h1',736,Spain,b'RmVtYWxl',26,4,135889.13,1,1,1,165692.03,0
3127,b'MTU2OTE4MDg=',b'S2luZw==',656,France,b'TWFsZQ==',43,7,134919.85,1,1,0,194691.95,0
3128,b'MTU3MjEwMDc=',b'Q2hhcmx0b24=',776,Germany,b'TWFsZQ==',33,8,115130.34,1,0,0,129525.5,1
3129,b'MTU3OTQyNTM=',b'TWFyc2g=',832,Spain,b'RmVtYWxl',34,6,138190.13,2,0,1,146511.2,0
3130,b'MTU2OTQ0NTM=',b'V2Fsa2Vy',631,Germany,b'TWFsZQ==',37,9,131519.49,2,1,1,51752.18,0
3131,b'MTU4MTMxMTM=',b'Q2hhbmc=',795,Spain,b'RmVtYWxl',56,5,0.0,1,1,0,35418.69,1
3132,b'MTU2MTQxODc=',b'UG90dGluZ2Vy',648,Germany,b'RmVtYWxl',39,3,126935.98,2,0,1,57995.74,0
3133,b'MTU2MTk0MDc=',b'QnVja2xleQ==',615,France,b'TWFsZQ==',39,4,133707.09,1,1,1,108152.75,0
3134,b'MTU2NDYyMjc=',b'Rm9sbGllcm8=',682,France,b'RmVtYWxl',27,1,97893.2,1,1,0,166144.98,0
3135,b'MTU2NjA1NDE=',b'T2xpc2FudWdv',694,France,b'TWFsZQ==',34,5,127900.03,1,1,0,101737.8,0
3136,b'MTU3NTM4NzQ=',b'S2VudA==',694,France,b'TWFsZQ==',37,10,143835.47,1,0,1,33326.71,0
3137,b'MTU2MTc4Nzc=',b'SmVzc29w',607,France,b'TWFsZQ==',44,0,0.0,2,1,1,81140.09,0
3138,b'MTU3NzIwNzM=',b'SG9kZ2U=',664,France,b'TWFsZQ==',48,10,0.0,1,1,0,140173.17,1
3139,b'MTU3MDE1Mzc=',b'SWduYXRpZXY=',756,France,b'TWFsZQ==',60,2,0.0,1,1,1,166513.49,1
3140,b'MTU3MzYyMjg=',b'Q2hhbWJlcnM=',645,France,b'RmVtYWxl',40,3,129596.77,1,1,1,103232.6,0
3141,b'MTU3ODA1NzI=',b'TWFuc29t',653,Spain,b'TWFsZQ==',30,4,0.0,2,1,0,120736.04,0
3142,b'MTU3Njk1OTY=',b'WWVu',710,Germany,b'RmVtYWxl',24,2,110407.44,2,0,0,15832.43,1
3143,b'MTU1ODY5OTY=',b'QXppa2l3ZQ==',697,France,b'RmVtYWxl',76,7,0.0,2,0,1,188772.45,0
3144,b'MTU3MjIwNjE=',b'QWxsZW4=',619,Germany,b'RmVtYWxl',41,8,142015.76,2,1,0,114323.66,0
3145,b'MTU2MzgwMDM=',b'S29tYXJvdmE=',648,Spain,b'TWFsZQ==',55,1,81370.07,1,0,1,181534.04,0
3146,b'MTU3NzU1OTA=',b'TWFja2F5',482,Germany,b'RmVtYWxl',48,2,69329.47,1,0,0,102640.52,1
3147,b'MTU3MzA2ODg=',b'WXU=',548,France,b'RmVtYWxl',28,8,116755.5,2,1,1,158585.17,1
3148,b'MTU3NTMxMDI=',b'Q3VydGlz',752,Spain,b'TWFsZQ==',44,6,83870.33,1,1,0,178722.24,0
3149,b'MTU4MTAwNzU=',b'RmFuZw==',648,France,b'RmVtYWxl',39,6,130694.89,2,1,1,153955.38,1
3150,b'MTU3MjMzNzM=',b'UGFnZQ==',643,Spain,b'RmVtYWxl',34,8,117451.47,1,1,0,65374.86,0
3151,b'MTU3OTUyOTg=',b'T2xpc2FlbWVrYQ==',573,Germany,b'RmVtYWxl',35,9,206868.78,2,0,1,102986.15,0
3152,b'MTU1ODQzMjA=',b'QnJlbm5hbg==',686,France,b'RmVtYWxl',39,3,111695.62,1,0,0,136643.84,0
3153,b'MTU3MjQxNjE=',b'U3V0dG9u',644,France,b'RmVtYWxl',40,9,137285.26,4,1,0,77063.63,1
3154,b'MTU3NTAwNTY=',b'SHlkZQ==',702,France,b'RmVtYWxl',29,6,149218.39,1,1,1,9633.01,0
3155,b'MTU2MDk2Mzc=',b'TmtlbWFrb2xhbQ==',652,France,b'TWFsZQ==',51,7,0.0,2,0,1,43496.36,0
3156,b'MTU3OTQ0OTM=',b'Q2hpbWFpamVt',641,Spain,b'TWFsZQ==',32,7,0.0,2,1,1,24267.28,0
3157,b'MTU1Njk2NDE=',b'U3VuZw==',692,Germany,b'RmVtYWxl',41,8,130701.29,1,1,0,59354.24,1
3158,b'MTU4MTUyMzY=',b'Q2hpZ2FudQ==',574,Spain,b'TWFsZQ==',34,5,0.0,2,0,0,28269.86,0
